id,enemy_skill_id,passive_skill_set_id
150000,1500,182
150001,1500,324
150002,1500,454
150003,1500,602
150004,1500,702
150006,1500,776
150007,1500,871
150008,1500,1206
150009,1500,1316
150010,1500,1317
150011,1500,1387
150012,1500,1470
150013,1500,1471
150014,1500,2329
150015,1500,3002
150016,1500,3003
150017,1500,3017
150018,1500,3330
150019,1500,3331
150020,1500,3459
150021,1500,3896
150022,1500,4560
150023,1500,4558
150024,1500,4552
152000,1520,182
152001,1520,324
152002,1520,454
152003,1520,602
152004,1520,702
152005,1520,776
152007,1520,871
152008,1520,1206
152009,1520,1316
152010,1520,1317
152011,1520,1387
152012,1520,1470
152013,1520,1471
152014,1520,2329
152015,1520,3002
152016,1520,3003
152017,1520,3017
152018,1520,3330
152019,1520,3331
152020,1520,3459
152021,1520,3896
152022,1520,4560
152023,1520,4558
152024,1520,4552
604000,6040,778
604001,6040,779
604002,6040,1415
604003,6040,1422
604004,6040,1423
604005,6040,1424
604006,6040,2778
604007,6040,2434
604008,6040,4668
1000041,1000233,1441
1000042,1000233,1442
1000043,1000233,1443
1000044,1000234,1441
1000045,1000234,1442
1000046,1000234,1443
1000047,1000235,1441
1000048,1000235,1442
1000049,1000235,1443
1000050,1000236,1441
1000051,1000236,1442
1000052,1000236,1443
1000053,1000237,1441
1000054,1000237,1442
1000055,1000237,1443
1000056,1000238,1441
1000057,1000238,1442
1000058,1000238,1443
1000059,1000239,1441
1000060,1000239,1442
1000061,1000239,1443
1000062,1000240,1441
1000063,1000240,1442
1000064,1000240,1443
2188001,21880,3009
2188002,21880,3010
2188003,21880,3011
2188004,21880,3012
2188005,21880,2879
2188006,21880,3087
2188007,21880,3088
2188008,21880,3071
2188009,21880,3091
2188010,21880,3092
2188011,21880,3072
2188012,21880,3093
2188013,21880,3096
2188014,21880,3089
2188015,21880,3090
2188016,21880,3094
2188017,21880,3095
2188018,21880,3101
2188019,21880,3102
2188020,21880,3099
2188021,21880,3100
2188022,21880,4047
2188023,21880,4048
2188024,21880,4049
2188025,21880,4061
2188026,21880,4062
2188027,21880,4063
2188028,21880,4050
2188029,21880,4051
2188030,21880,4064
2188031,21880,4065
2188032,21880,4821
2188033,21880,4803
2188034,21880,4804
2188035,21880,4805
2188036,21880,4806
2188037,21880,4822
2188038,21880,4779
2188039,21880,4780
2188040,21880,4781
2188041,21880,4782
2188042,21880,4836
2188043,21880,4837
2188044,21880,4833
2188045,21880,4834
2188046,21880,4835
2193001,21930,2956
2193002,21930,2957
2193003,21930,2943
2193004,21930,2958
2193005,21930,2959
2193006,21930,822
2193007,21930,1599
2193008,21930,2914
2193009,21930,2915
2193010,21930,2916
2193011,21930,2919
2193012,21930,2920
2193013,21930,2921
2193014,21930,2922
2198001,21980,2956
2198002,21980,2957
2198003,21980,2943
2198004,21980,2958
2198005,21980,2959
2198006,21980,822
2198007,21980,1599
2198008,21980,2914
2198009,21980,2915
2198010,21980,2916
2198011,21980,2919
2198012,21980,2920
2198013,21980,2921
2198014,21980,2922
2202001,22020,269
2202002,22020,558
2202003,22020,820
2202004,22020,1934
2202005,22020,2913
2202006,22020,270
2202007,22020,274
2202008,22020,819
2202009,22020,593
2202010,22020,1252
2202011,22020,817
2202012,22020,818
2202013,22020,1929
2202014,22020,1930
2202015,22020,1931
2202016,22020,271
2202017,22020,821
2202018,22020,1932
2202019,22020,1933
2202020,22020,273
2202021,22020,272
2202022,22020,2951
2202023,22020,2952
2202024,22020,2942
2202025,22020,2137
2202026,22020,2138
2202027,22020,2449
2202028,22020,2970
2202029,22020,2971
2202030,22020,2972
2202031,22020,2917
2202032,22020,2918
2202033,22020,2938
2202034,22020,3908
2202035,22020,3909
2206001,22060,269
2206002,22060,558
2206003,22060,820
2206004,22060,1934
2206005,22060,2913
2206006,22060,270
2206007,22060,274
2206008,22060,819
2206009,22060,593
2206010,22060,1252
2206011,22060,817
2206012,22060,818
2206013,22060,1929
2206014,22060,1930
2206015,22060,1931
2206016,22060,271
2206017,22060,821
2206018,22060,1932
2206019,22060,1933
2206020,22060,273
2206021,22060,272
2206022,22060,2951
2206023,22060,2952
2206024,22060,2942
2206025,22060,2137
2206026,22060,2138
2206027,22060,2449
2206028,22060,2970
2206029,22060,2971
2206030,22060,2972
2206031,22060,2917
2206032,22060,2918
2206033,22060,2938
2206034,22060,3908
2206035,22060,3909
2255001,22550,364
2255002,22550,803
2255003,22550,1603
2255004,22550,1324
2255005,22550,1325
2255006,22550,1322
2255007,22550,1323
2255008,22550,2973
2255009,22550,2974
2255010,22550,2975
2255011,22550,2976
2255012,22550,2987
2255013,22550,2977
2255014,22550,2978
2255015,22550,2967
2255016,22550,2968
2256001,22560,1219
2256002,22560,2875
2256003,22560,360
2256004,22560,363
2256005,22560,359
2256006,22560,361
2256007,22560,358
2256008,22560,362
2256009,22560,802
2256010,22560,1604
2256011,22560,1319
2256012,22560,1321
2256013,22560,1326
2256014,22560,1327
2256015,22560,1328
2256016,22560,1329
2256017,22560,1330
