id,rank,exp_total,act_max,friends_capacity
1,1,0,20,50
2,2,15,20,50
3,3,45,22,51
4,4,90,22,51
5,5,160,22,51
6,6,255,24,52
7,7,400,24,52
8,8,620,24,52
9,9,940,26,53
10,10,1385,26,53
11,11,1995,26,53
12,12,2810,28,54
13,13,3870,28,54
14,14,5215,28,54
15,15,6885,30,55
16,16,8920,30,55
17,17,11360,30,55
18,18,14245,32,56
19,19,17615,32,56
20,20,21510,32,56
21,21,25970,34,57
22,22,31015,34,57
23,23,36665,34,57
24,24,42940,36,58
25,25,49860,36,58
26,26,57445,36,58
27,27,65715,38,59
28,28,74690,38,59
29,29,84390,38,59
30,30,94835,40,60
31,31,106045,40,60
32,32,118040,40,60
33,33,130820,42,61
34,34,144385,42,61
35,35,158735,42,61
36,36,173870,44,62
37,37,189790,44,62
38,38,206495,44,62
39,39,223985,46,63
40,40,242260,46,63
41,41,261320,46,63
42,42,281165,48,64
43,43,301795,48,64
44,44,323210,48,64
45,45,345410,50,65
46,46,368395,50,65
47,47,392165,50,65
48,48,416720,52,66
49,49,442060,52,66
50,50,468185,57,66
51,51,495095,58,67
52,52,522790,58,67
53,53,551270,58,67
54,54,580535,59,68
55,55,610585,59,68
56,56,641420,59,68
57,57,673040,60,69
58,58,705445,60,69
59,59,738635,60,69
60,60,772610,61,70
61,61,807370,61,70
62,62,842915,61,70
63,63,879245,62,71
64,64,916360,62,71
65,65,954260,62,71
66,66,992945,63,72
67,67,1032415,63,72
68,68,1072670,63,72
69,69,1113710,64,73
70,70,1155535,64,73
71,71,1198145,64,73
72,72,1241540,65,74
73,73,1285720,65,74
74,74,1330685,65,74
75,75,1376435,66,75
76,76,1422970,66,75
77,77,1470290,66,75
78,78,1518395,67,76
79,79,1567285,67,76
80,80,1616960,67,76
81,81,1667420,68,77
82,82,1718665,68,77
83,83,1770695,68,77
84,84,1823510,69,78
85,85,1877110,69,78
86,86,1931495,69,78
87,87,1986665,70,79
88,88,2042620,70,79
89,89,2099360,70,79
90,90,2156885,71,80
91,91,2215195,71,80
92,92,2274290,71,80
93,93,2334170,72,81
94,94,2394835,72,81
95,95,2456285,72,81
96,96,2518520,73,82
97,97,2581540,73,82
98,98,2645345,73,82
99,99,2709935,75,83
100,100,2775310,80,83
101,101,2841480,80,83
102,102,2908455,81,84
103,103,2976245,81,84
104,104,3044860,81,84
105,105,3114310,81,85
106,106,3184605,82,85
107,107,3255755,82,85
108,108,3327770,82,86
109,109,3400660,82,86
110,110,3474435,83,86
111,111,3549105,83,87
112,112,3624680,83,87
113,113,3701170,83,87
114,114,3778585,84,88
115,115,3856935,84,88
116,116,3936230,84,88
117,117,4016480,84,89
118,118,4097695,85,89
119,119,4179885,85,89
120,120,4263060,85,90
121,121,4347230,85,90
122,122,4432405,86,90
123,123,4518595,86,91
124,124,4605810,86,91
125,125,4694060,89,91
126,126,4783355,90,92
127,127,4873705,90,92
128,128,4965120,90,92
129,129,5057610,90,93
130,130,5151185,91,93
131,131,5245855,91,93
132,132,5341630,91,94
133,133,5438520,91,94
134,134,5536535,92,94
135,135,5635685,92,95
136,136,5735980,92,95
137,137,5837430,92,95
138,138,5940045,93,96
139,139,6043835,93,96
140,140,6148810,93,96
141,141,6254980,93,97
142,142,6362355,94,97
143,143,6470945,94,97
144,144,6580760,94,98
145,145,6691810,94,98
146,146,6804105,95,98
147,147,6917655,95,99
148,148,7032470,95,99
149,149,7148560,95,99
150,150,7265935,100,100
151,151,7384605,101,100
152,152,7504580,101,100
153,153,7625870,101,100
154,154,7748485,101,100
155,155,7872435,102,100
156,156,7997730,102,100
157,157,8124380,102,100
158,158,8252395,102,100
159,159,8381785,103,100
160,160,8512560,103,100
161,161,8644730,103,100
162,162,8778305,103,100
163,163,8913295,104,100
164,164,9049710,104,100
165,165,9187560,104,100
166,166,9326855,104,100
167,167,9467605,105,100
168,168,9609820,105,100
169,169,9753510,105,100
170,170,9898685,105,100
171,171,10045355,106,100
172,172,10193530,106,100
173,173,10343220,106,100
174,174,10494435,106,100
175,175,10647185,107,100
176,176,10801480,107,100
177,177,10957330,107,100
178,178,11114745,107,100
179,179,11273735,108,100
180,180,11434310,108,100
181,181,11596480,108,100
182,182,11760255,108,100
183,183,11925645,109,100
184,184,12092660,109,100
185,185,12261310,109,100
186,186,12431605,109,100
187,187,12603555,110,100
188,188,12777170,110,100
189,189,12952460,110,100
190,190,13129435,110,100
191,191,13308105,111,100
192,192,13488480,111,100
193,193,13670570,111,100
194,194,13854385,111,100
195,195,14039935,112,100
196,196,14227230,112,100
197,197,14416280,112,100
198,198,14607095,112,100
199,199,14799685,113,100
200,200,14994060,118,100
201,201,15190230,118,100
202,202,15388205,118,100
203,203,15587995,118,100
204,204,15789610,118,100
205,205,15993060,119,100
206,206,16198355,119,100
207,207,16405505,119,100
208,208,16614520,119,100
209,209,16825410,119,100
210,210,17038185,120,100
211,211,17252855,120,100
212,212,17469430,120,100
213,213,17687920,120,100
214,214,17908335,120,100
215,215,18130685,121,100
216,216,18354980,121,100
217,217,18581230,121,100
218,218,18809445,121,100
219,219,19039635,121,100
220,220,19271810,122,100
221,221,19505980,122,100
222,222,19742155,122,100
223,223,19980345,122,100
224,224,20220560,122,100
225,225,20462810,123,100
226,226,20707105,123,100
227,227,20953455,123,100
228,228,21201870,123,100
229,229,21452360,123,100
230,230,21704935,124,100
231,231,21959605,124,100
232,232,22216380,124,100
233,233,22475270,124,100
234,234,22736285,124,100
235,235,22999435,125,100
236,236,23264730,125,100
237,237,23532180,125,100
238,238,23801795,125,100
239,239,24073585,125,100
240,240,24347560,126,100
241,241,24623730,126,100
242,242,24902105,126,100
243,243,25182695,126,100
244,244,25465510,126,100
245,245,25750560,127,100
246,246,26037855,127,100
247,247,26327405,127,100
248,248,26619220,127,100
249,249,26913310,127,100
250,250,27209685,128,100
251,251,27508355,128,100
252,252,27809330,128,100
253,253,28112620,128,100
254,254,28418235,128,100
255,255,28726185,129,100
256,256,29036480,129,100
257,257,29349130,129,100
258,258,29664145,129,100
259,259,29981535,129,100
260,260,30301310,130,100
261,261,30623480,130,100
262,262,30948055,130,100
263,263,31275045,130,100
264,264,31604460,130,100
265,265,31936310,131,100
266,266,32270605,131,100
267,267,32607355,131,100
268,268,32946570,131,100
269,269,33288260,131,100
270,270,33632435,132,100
271,271,33979105,132,100
272,272,34328280,132,100
273,273,34679970,132,100
274,274,35034185,132,100
275,275,35390935,133,100
276,276,35750230,133,100
277,277,36112080,133,100
278,278,36476495,133,100
279,279,36843485,133,100
280,280,37213060,134,100
281,281,37585230,134,100
282,282,37960005,134,100
283,283,38337395,134,100
284,284,38717410,134,100
285,285,39100060,135,100
286,286,39485355,135,100
287,287,39873305,135,100
288,288,40263920,135,100
289,289,40657210,135,100
290,290,41053185,136,100
291,291,41451855,136,100
292,292,41853230,136,100
293,293,42257320,136,100
294,294,42664135,136,100
295,295,43073685,137,100
296,296,43485980,137,100
297,297,43901030,137,100
298,298,44318845,137,100
299,299,44739435,137,100
300,300,45162810,140,100
301,301,45588980,140,100
302,302,46017955,140,100
303,303,46449745,140,100
304,304,46884360,140,100
305,305,47321810,141,100
306,306,47762105,141,100
307,307,48205255,141,100
308,308,48651270,141,100
309,309,49100160,141,100
310,310,49551935,142,100
311,311,50006605,142,100
312,312,50464180,142,100
313,313,50924670,142,100
314,314,51388085,142,100
315,315,51854435,143,100
316,316,52323730,143,100
317,317,52795980,143,100
318,318,53271195,143,100
319,319,53749385,143,100
320,320,54230560,144,100
321,321,54714730,144,100
322,322,55201905,144,100
323,323,55692095,144,100
324,324,56185310,144,100
325,325,56681560,145,100
326,326,57180855,145,100
327,327,57683205,145,100
328,328,58188620,145,100
329,329,58697110,145,100
330,330,59208685,146,100
331,331,59723355,146,100
332,332,60241130,146,100
333,333,60762020,146,100
334,334,61286035,146,100
335,335,61813185,147,100
336,336,62343480,147,100
337,337,62876930,147,100
338,338,63413545,147,100
339,339,63953335,147,100
340,340,64496310,148,100
341,341,65042480,148,100
342,342,65591855,148,100
343,343,66144445,148,100
344,344,66700260,148,100
345,345,67259310,149,100
346,346,67821605,149,100
347,347,68387155,149,100
348,348,68955970,149,100
349,349,69528060,149,100
350,350,70103435,150,100
351,351,70682105,150,100
352,352,71264080,150,100
353,353,71849370,150,100
354,354,72437985,150,100
355,355,73029935,151,100
356,356,73625230,151,100
357,357,74223880,151,100
358,358,74825895,151,100
359,359,75431285,151,100
360,360,76040060,152,100
361,361,76652230,152,100
362,362,77267805,152,100
363,363,77886795,152,100
364,364,78509210,152,100
365,365,79135060,153,100
366,366,79764355,153,100
367,367,80397105,153,100
368,368,81033320,153,100
369,369,81673010,153,100
370,370,82316185,154,100
371,371,82962855,154,100
372,372,83613030,154,100
373,373,84266720,154,100
374,374,84923935,154,100
375,375,85584685,155,100
376,376,86248980,155,100
377,377,86916830,155,100
378,378,87588245,155,100
379,379,88263235,155,100
380,380,88941810,156,100
381,381,89623980,156,100
382,382,90309755,156,100
383,383,90999145,156,100
384,384,91692160,156,100
385,385,92388810,157,100
386,386,93089105,157,100
387,387,93793055,157,100
388,388,94500670,157,100
389,389,95211960,157,100
390,390,95926935,158,100
391,391,96645605,158,100
392,392,97367980,158,100
393,393,98094070,158,100
394,394,98823885,158,100
395,395,99557435,159,100
396,396,100294730,159,100
397,397,101035780,159,100
398,398,101780595,159,100
399,399,102529185,159,100
400,400,103281560,162,100
401,401,104037730,162,100
402,402,104797705,162,100
403,403,105561495,162,100
404,404,106329110,162,100
405,405,107100560,163,100
406,406,107875855,163,100
407,407,108655005,163,100
408,408,109438020,163,100
409,409,110224910,163,100
410,410,111015685,164,100
411,411,111810355,164,100
412,412,112608930,164,100
413,413,113411420,164,100
414,414,114217835,164,100
415,415,115028185,165,100
416,416,115842480,165,100
417,417,116660730,165,100
418,418,117482945,165,100
419,419,118309135,165,100
420,420,119139310,166,100
421,421,119973480,166,100
422,422,120811655,166,100
423,423,121653845,166,100
424,424,122500060,166,100
425,425,123350310,167,100
426,426,124204605,167,100
427,427,125062955,167,100
428,428,125925370,167,100
429,429,126791860,167,100
430,430,127662435,168,100
431,431,128537105,168,100
432,432,129415880,168,100
433,433,130298770,168,100
434,434,131185785,168,100
435,435,132076935,169,100
436,436,132972230,169,100
437,437,133871680,169,100
438,438,134775295,169,100
439,439,135683085,169,100
440,440,136595060,170,100
441,441,137511230,170,100
442,442,138431605,170,100
443,443,139356195,170,100
444,444,140285010,170,100
445,445,141218060,171,100
446,446,142155355,171,100
447,447,143096905,171,100
448,448,144042720,171,100
449,449,144992810,171,100
450,450,145947185,172,100
451,451,146905855,172,100
452,452,147868830,172,100
453,453,148836120,172,100
454,454,149807735,172,100
455,455,150783685,173,100
456,456,151763980,173,100
457,457,152748630,173,100
458,458,153737645,173,100
459,459,154731035,173,100
460,460,155728810,174,100
461,461,156730980,174,100
462,462,157737555,174,100
463,463,158748545,174,100
464,464,159763960,174,100
465,465,160783810,175,100
466,466,161808105,175,100
467,467,162836855,175,100
468,468,163870070,175,100
469,469,164907760,175,100
470,470,165949935,176,100
471,471,166996605,176,100
472,472,168047780,176,100
473,473,169103470,176,100
474,474,170163685,176,100
475,475,171228435,177,100
476,476,172297730,177,100
477,477,173371580,177,100
478,478,174449995,177,100
479,479,175532985,177,100
480,480,176620560,178,100
481,481,177712730,178,100
482,482,178809505,178,100
483,483,179910895,178,100
484,484,181016910,178,100
485,485,182127560,179,100
486,486,183242855,179,100
487,487,184362805,179,100
488,488,185487420,179,100
489,489,186616710,179,100
490,490,187750685,180,100
491,491,188889355,180,100
492,492,190032730,180,100
493,493,191180820,180,100
494,494,192333635,180,100
495,495,193491185,181,100
496,496,194653480,181,100
497,497,195820530,181,100
498,498,196992345,181,100
499,499,198168935,181,100
500,500,199350310,184,100
501,501,200536480,184,100
502,502,201727455,184,100
503,503,202923245,184,100
504,504,204123860,184,100
505,505,205329310,185,100
506,506,206539605,185,100
507,507,207754755,185,100
508,508,208974770,185,100
509,509,210199660,185,100
510,510,211429435,186,100
511,511,212664105,186,100
512,512,213903680,186,100
513,513,215148170,186,100
514,514,216397585,186,100
515,515,217651935,187,100
516,516,218911230,187,100
517,517,220175480,187,100
518,518,221444695,187,100
519,519,222718885,187,100
520,520,223998060,188,100
521,521,225282230,188,100
522,522,226571405,188,100
523,523,227865595,188,100
524,524,229164810,188,100
525,525,230469060,189,100
526,526,231778355,189,100
527,527,233092705,189,100
528,528,234412120,189,100
529,529,235736610,189,100
530,530,237066185,190,100
531,531,238400855,190,100
532,532,239740630,190,100
533,533,241085520,190,100
534,534,242435535,190,100
535,535,243790685,191,100
536,536,245150980,191,100
537,537,246516430,191,100
538,538,247887045,191,100
539,539,249262835,191,100
540,540,250643810,192,100
541,541,252029980,192,100
542,542,253421355,192,100
543,543,254817945,192,100
544,544,256219760,192,100
545,545,257626810,193,100
546,546,259039105,193,100
547,547,260456655,193,100
548,548,261879470,193,100
549,549,263307560,193,100
550,550,264740935,194,100
551,551,266179605,194,100
552,552,267623580,194,100
553,553,269072870,194,100
554,554,270527485,194,100
555,555,271987435,195,100
556,556,273452730,195,100
557,557,274923380,195,100
558,558,276399395,195,100
559,559,277880785,195,100
560,560,279367560,196,100
561,561,280859730,196,100
562,562,282357305,196,100
563,563,283860295,196,100
564,564,285368710,196,100
565,565,286882560,197,100
566,566,288401855,197,100
567,567,289926605,197,100
568,568,291456820,197,100
569,569,292992510,197,100
570,570,294533685,198,100
571,571,296080355,198,100
572,572,297632530,198,100
573,573,299190220,198,100
574,574,300753435,198,100
575,575,302322185,199,100
576,576,303896480,199,100
577,577,305476330,199,100
578,578,307061745,199,100
579,579,308652735,199,100
580,580,310249310,200,100
581,581,311851480,200,100
582,582,313459255,200,100
583,583,315072645,200,100
584,584,316691660,200,100
585,585,318316310,201,100
586,586,319946605,201,100
587,587,321582555,201,100
588,588,323224170,201,100
589,589,324871460,201,100
590,590,326524435,202,100
591,591,328183105,202,100
592,592,329847480,202,100
593,593,331517570,202,100
594,594,333193385,202,100
595,595,334874935,203,100
596,596,336562230,203,100
597,597,338255280,203,100
598,598,339954095,203,100
599,599,341658685,203,100
600,600,343369060,206,100
601,601,345085230,206,100
602,602,346807205,206,100
603,603,348534995,206,100
604,604,350268610,206,100
605,605,352008060,207,100
606,606,353753355,207,100
607,607,355504505,207,100
608,608,357261520,207,100
609,609,359024410,207,100
610,610,360793185,208,100
611,611,362567855,208,100
612,612,364348430,208,100
613,613,366134920,208,100
614,614,367927335,208,100
615,615,369725685,209,100
616,616,371529980,209,100
617,617,373340230,209,100
618,618,375156445,209,100
619,619,376978635,209,100
620,620,378806810,210,100
621,621,380640980,210,100
622,622,382481155,210,100
623,623,384327345,210,100
624,624,386179560,210,100
625,625,388037810,211,100
626,626,389902105,211,100
627,627,391772455,211,100
628,628,393648870,211,100
629,629,395531360,211,100
630,630,397419935,212,100
631,631,399314605,212,100
632,632,401215380,212,100
633,633,403122270,212,100
634,634,405035285,212,100
635,635,406954435,213,100
636,636,408879730,213,100
637,637,410811180,213,100
638,638,412748795,213,100
639,639,414692585,213,100
640,640,416642560,214,100
641,641,418598730,214,100
642,642,420561105,214,100
643,643,422529695,214,100
644,644,424504510,214,100
645,645,426485560,215,100
646,646,428472855,215,100
647,647,430466405,215,100
648,648,432466220,215,100
649,649,434472310,215,100
650,650,436484685,216,100
651,651,438503355,216,100
652,652,440528330,216,100
653,653,442559620,216,100
654,654,444597235,216,100
655,655,446641185,217,100
656,656,448691480,217,100
657,657,450748130,217,100
658,658,452811145,217,100
659,659,454880535,217,100
660,660,456956310,218,100
661,661,459038480,218,100
662,662,461127055,218,100
663,663,463222045,218,100
664,664,465323460,218,100
665,665,467431310,219,100
666,666,469545605,219,100
667,667,471666355,219,100
668,668,473793570,219,100
669,669,475927260,219,100
670,670,478067435,220,100
671,671,480214105,220,100
672,672,482367280,220,100
673,673,484526970,220,100
674,674,486693185,220,100
675,675,488865935,221,100
676,676,491045230,221,100
677,677,493231080,221,100
678,678,495423495,221,100
679,679,497622485,221,100
680,680,499828060,222,100
681,681,502040230,222,100
682,682,504259005,222,100
683,683,506484395,222,100
684,684,508716410,222,100
685,685,510955060,223,100
686,686,513200355,223,100
687,687,515452305,223,100
688,688,517710920,223,100
689,689,519976210,223,100
690,690,522248185,224,100
691,691,524526855,224,100
692,692,526812230,224,100
693,693,529104320,224,100
694,694,531403135,224,100
695,695,533708685,225,100
696,696,536020980,225,100
697,697,538340030,225,100
698,698,540665845,225,100
699,699,542998435,225,100
700,700,545337810,228,100
701,701,547683980,228,100
702,702,550036955,228,100
703,703,552396745,228,100
704,704,554763360,228,100
705,705,557136810,229,100
706,706,559517105,229,100
707,707,561904255,229,100
708,708,564298270,229,100
709,709,566699160,229,100
710,710,569106935,230,100
711,711,571521605,230,100
712,712,573943180,230,100
713,713,576371670,230,100
714,714,578807085,230,100
715,715,581249435,231,100
716,716,583698730,231,100
717,717,586154980,231,100
718,718,588618195,231,100
719,719,591088385,231,100
720,720,593565560,232,100
721,721,596049730,232,100
722,722,598540905,232,100
723,723,601039095,232,100
724,724,603544310,232,100
725,725,606056560,233,100
726,726,608575855,233,100
727,727,611102205,233,100
728,728,613635620,233,100
729,729,616176110,233,100
730,730,618723685,234,100
731,731,621278355,234,100
732,732,623840130,234,100
733,733,626409020,234,100
734,734,628985035,234,100
735,735,631568185,235,100
736,736,634158480,235,100
737,737,636755930,235,100
738,738,639360545,235,100
739,739,641972335,235,100
740,740,644591310,236,100
741,741,647217480,236,100
742,742,649850855,236,100
743,743,652491445,236,100
744,744,655139260,236,100
745,745,657794310,237,100
746,746,660456605,237,100
747,747,663126155,237,100
748,748,665802970,237,100
749,749,668487060,237,100
750,750,671178435,238,100
751,751,673877105,238,100
752,752,676583080,238,100
753,753,679296370,238,100
754,754,682016985,238,100
755,755,684744935,239,100
756,756,687480230,239,100
757,757,690222880,239,100
758,758,692972895,239,100
759,759,695730285,239,100
760,760,698495060,240,100
761,761,701267230,240,100
762,762,704046805,240,100
763,763,706833795,240,100
764,764,709628210,240,100
765,765,712430060,241,100
766,766,715239355,241,100
767,767,718056105,241,100
768,768,720880320,241,100
769,769,723712010,241,100
770,770,726551185,242,100
771,771,729397855,242,100
772,772,732252030,242,100
773,773,735113720,242,100
774,774,737982935,242,100
775,775,740859685,243,100
776,776,743743980,243,100
777,777,746635830,243,100
778,778,749535245,243,100
779,779,752442235,243,100
780,780,755356810,244,100
